passenger_id,name,passenger_type,loyalty_level
P000657,Passenger_657,NORMAL,0
P000658,Passenger_658,NORMAL,3
P000659,Passenger_659,NORMAL,4
P000660,Passenger_660,LOYALTY,0
P000661,Passenger_661,NORMAL,0
P000662,Passenger_662,VIP,1
P000663,Passenger_663,UNACCOMPANIED_MINOR,3
P000664,Passenger_664,LOYALTY,4
P000665,Passenger_665,UNACCOMPANIED_MINOR,1
P000666,Passenger_666,NORMAL,4
P000667,Passenger_667,LOYALTY,2
P000668,Passenger_668,VIP,2
P000669,Passenger_669,NORMAL,0
P000670,Passenger_670,UNACCOMPANIED_MINOR,1
P000671,Passenger_671,VIP,0
P000672,Passenger_672,NORMAL,0
P000673,Passenger_673,VIP,0
P000674,Passenger_674,NORMAL,2
P000675,Passenger_675,LOYALTY,0
P000676,Passenger_676,NORMAL,0
P000677,Passenger_677,LOYALTY,0
P000678,Passenger_678,NORMAL,0
P000679,Passenger_679,NORMAL,1
P000680,Passenger_680,UNACCOMPANIED_MINOR,4
P000681,Passenger_681,VIP,1
P000682,Passenger_682,VIP,3
P000683,Passenger_683,VIP,1
P000684,Passenger_684,NORMAL,3
P000685,Passenger_685,NORMAL,2
P000686,Passenger_686,NORMAL,4
P000687,Passenger_687,LOYALTY,0
P000688,Passenger_688,LOYALTY,3
P000689,Passenger_689,UNACCOMPANIED_MINOR,2
P000690,Passenger_690,NORMAL,4
P000691,Passenger_691,VIP,3
P000692,Passenger_692,VIP,2
P000693,Passenger_693,UNACCOMPANIED_MINOR,0
P000694,Passenger_694,VIP,2
P000695,Passenger_695,UNACCOMPANIED_MINOR,2
P000696,Passenger_696,NORMAL,0
P000697,Passenger_697,VIP,3
P000698,Passenger_698,NORMAL,2
P000699,Passenger_699,LOYALTY,0
P000700,Passenger_700,VIP,3
P000701,Passenger_701,LOYALTY,0
P000702,Passenger_702,VIP,1
P000703,Passenger_703,NORMAL,3
P000704,Passenger_704,UNACCOMPANIED_MINOR,1
P000705,Passenger_705,NORMAL,2
P000706,Passenger_706,NORMAL,2
P000707,Passenger_707,NORMAL,2
P000708,Passenger_708,VIP,3
P000709,Passenger_709,UNACCOMPANIED_MINOR,4
P000710,Passenger_710,LOYALTY,3
P000711,Passenger_711,NORMAL,3
P000712,Passenger_712,VIP,4
P000713,Passenger_713,LOYALTY,3
P000714,Passenger_714,NORMAL,1
P000715,Passenger_715,LOYALTY,4
P000716,Passenger_716,NORMAL,4
P000717,Passenger_717,LOYALTY,1
P000718,Passenger_718,LOYALTY,4
P000719,Passenger_719,UNACCOMPANIED_MINOR,4
P000720,Passenger_720,UNACCOMPANIED_MINOR,1
P000721,Passenger_721,NORMAL,0
P000722,Passenger_722,VIP,0
P000723,Passenger_723,UNACCOMPANIED_MINOR,0
P000724,Passenger_724,LOYALTY,1
P000725,Passenger_725,UNACCOMPANIED_MINOR,2
P000726,Passenger_726,UNACCOMPANIED_MINOR,3
P000727,Passenger_727,NORMAL,4
P000728,Passenger_728,UNACCOMPANIED_MINOR,1
P000729,Passenger_729,UNACCOMPANIED_MINOR,3
P000730,Passenger_730,LOYALTY,1
P000731,Passenger_731,UNACCOMPANIED_MINOR,4
P000732,Passenger_732,LOYALTY,2
P000733,Passenger_733,UNACCOMPANIED_MINOR,1
P000734,Passenger_734,UNACCOMPANIED_MINOR,3
P000735,Passenger_735,VIP,3
P000736,Passenger_736,UNACCOMPANIED_MINOR,4
P000737,Passenger_737,LOYALTY,0
P000738,Passenger_738,LOYALTY,4
P000739,Passenger_739,NORMAL,4
P000740,Passenger_740,NORMAL,0
P000741,Passenger_741,VIP,2
P000742,Passenger_742,LOYALTY,1
P000743,Passenger_743,LOYALTY,3
P000744,Passenger_744,LOYALTY,1
P000745,Passenger_745,VIP,1
P000746,Passenger_746,LOYALTY,3
P000747,Passenger_747,NORMAL,0
P000748,Passenger_748,VIP,3
P000749,Passenger_749,NORMAL,0
P000750,Passenger_750,NORMAL,0
P000751,Passenger_751,VIP,4
P000752,Passenger_752,UNACCOMPANIED_MINOR,2
P000753,Passenger_753,UNACCOMPANIED_MINOR,4
P000754,Passenger_754,NORMAL,2
P000755,Passenger_755,UNACCOMPANIED_MINOR,0
P000756,Passenger_756,LOYALTY,4
P000757,Passenger_757,VIP,1
P000758,Passenger_758,NORMAL,3
P000759,Passenger_759,LOYALTY,3
P000760,Passenger_760,UNACCOMPANIED_MINOR,3
P000761,Passenger_761,LOYALTY,2
P000762,Passenger_762,UNACCOMPANIED_MINOR,3
P000763,Passenger_763,NORMAL,2
P000764,Passenger_764,LOYALTY,2
P000765,Passenger_765,VIP,2
P000766,Passenger_766,NORMAL,1
P000767,Passenger_767,LOYALTY,0
P000768,Passenger_768,LOYALTY,1
P000769,Passenger_769,UNACCOMPANIED_MINOR,0
P000770,Passenger_770,NORMAL,1
P000771,Passenger_771,NORMAL,2
P000772,Passenger_772,NORMAL,0
P000773,Passenger_773,NORMAL,3
P000774,Passenger_774,UNACCOMPANIED_MINOR,1
P000775,Passenger_775,VIP,0
P000776,Passenger_776,NORMAL,3
P000777,Passenger_777,UNACCOMPANIED_MINOR,4
P000778,Passenger_778,VIP,2
P000779,Passenger_779,VIP,1
P000780,Passenger_780,UNACCOMPANIED_MINOR,1
P000781,Passenger_781,NORMAL,4
P000782,Passenger_782,VIP,0
P000783,Passenger_783,NORMAL,1
P000784,Passenger_784,NORMAL,1
P000785,Passenger_785,LOYALTY,1
P000786,Passenger_786,NORMAL,1
P000787,Passenger_787,LOYALTY,4
P000788,Passenger_788,VIP,2
P000789,Passenger_789,UNACCOMPANIED_MINOR,1
P000790,Passenger_790,LOYALTY,4
P000791,Passenger_791,UNACCOMPANIED_MINOR,3
P000792,Passenger_792,VIP,1
P000793,Passenger_793,NORMAL,0
P000794,Passenger_794,VIP,4
P000795,Passenger_795,UNACCOMPANIED_MINOR,0
P000796,Passenger_796,VIP,2
P000797,Passenger_797,NORMAL,3
P000798,Passenger_798,VIP,0
P000799,Passenger_799,NORMAL,1
P000800,Passenger_800,LOYALTY,4
P000801,Passenger_801,UNACCOMPANIED_MINOR,3
P000802,Passenger_802,NORMAL,4
P000803,Passenger_803,NORMAL,3
P000804,Passenger_804,VIP,0
P000805,Passenger_805,LOYALTY,2
P000806,Passenger_806,NORMAL,4
P000807,Passenger_807,LOYALTY,1
P000808,Passenger_808,LOYALTY,4
P000809,Passenger_809,VIP,2
P000810,Passenger_810,NORMAL,0
P000811,Passenger_811,VIP,1
P000812,Passenger_812,UNACCOMPANIED_MINOR,1
P000813,Passenger_813,UNACCOMPANIED_MINOR,0
P000814,Passenger_814,NORMAL,4
P000815,Passenger_815,LOYALTY,1
P000816,Passenger_816,NORMAL,4
P000817,Passenger_817,NORMAL,4
P000818,Passenger_818,UNACCOMPANIED_MINOR,0
P000819,Passenger_819,UNACCOMPANIED_MINOR,2
P000820,Passenger_820,LOYALTY,2
P000821,Passenger_821,LOYALTY,4
P000822,Passenger_822,NORMAL,0
P000823,Passenger_823,VIP,2
P000824,Passenger_824,NORMAL,4
P000825,Passenger_825,LOYALTY,1
P000826,Passenger_826,VIP,1
P000827,Passenger_827,UNACCOMPANIED_MINOR,3
P000828,Passenger_828,LOYALTY,3
P000829,Passenger_829,LOYALTY,3
P000830,Passenger_830,VIP,2
P000831,Passenger_831,LOYALTY,1
P000832,Passenger_832,LOYALTY,1
P000833,Passenger_833,LOYALTY,2
P000834,Passenger_834,LOYALTY,1
P000835,Passenger_835,LOYALTY,1
P000836,Passenger_836,LOYALTY,4
P000837,Passenger_837,LOYALTY,1
P000838,Passenger_838,LOYALTY,4
P000839,Passenger_839,UNACCOMPANIED_MINOR,3
P000840,Passenger_840,LOYALTY,0
P000841,Passenger_841,UNACCOMPANIED_MINOR,4
P000842,Passenger_842,UNACCOMPANIED_MINOR,1
P000843,Passenger_843,NORMAL,3
P000844,Passenger_844,NORMAL,0
P000845,Passenger_845,UNACCOMPANIED_MINOR,0
P000846,Passenger_846,UNACCOMPANIED_MINOR,3
P000847,Passenger_847,LOYALTY,3
P000848,Passenger_848,NORMAL,0
P000849,Passenger_849,VIP,0
P000850,Passenger_850,NORMAL,1
P000851,Passenger_851,UNACCOMPANIED_MINOR,4
P000852,Passenger_852,UNACCOMPANIED_MINOR,4
P000853,Passenger_853,LOYALTY,0
P000854,Passenger_854,LOYALTY,0
P000855,Passenger_855,NORMAL,2
P000856,Passenger_856,LOYALTY,0
P000857,Passenger_857,VIP,4
P000858,Passenger_858,VIP,1
P000859,Passenger_859,LOYALTY,2
P000860,Passenger_860,VIP,4
P000861,Passenger_861,VIP,1
P000862,Passenger_862,NORMAL,2
P000863,Passenger_863,VIP,2
P000864,Passenger_864,UNACCOMPANIED_MINOR,2
P000865,Passenger_865,UNACCOMPANIED_MINOR,2
P000866,Passenger_866,NORMAL,2
P000867,Passenger_867,LOYALTY,2
P000868,Passenger_868,NORMAL,3
P000869,Passenger_869,LOYALTY,1
P000870,Passenger_870,LOYALTY,4
P000871,Passenger_871,LOYALTY,0
P000872,Passenger_872,LOYALTY,4
P000873,Passenger_873,LOYALTY,3
P000874,Passenger_874,NORMAL,3
P000875,Passenger_875,LOYALTY,2
P000876,Passenger_876,VIP,3
P000877,Passenger_877,VIP,4
P000878,Passenger_878,LOYALTY,3
P000879,Passenger_879,VIP,4
P000880,Passenger_880,UNACCOMPANIED_MINOR,2
P000881,Passenger_881,NORMAL,2
P000882,Passenger_882,NORMAL,3
P000883,Passenger_883,LOYALTY,0
P000884,Passenger_884,LOYALTY,2
P000885,Passenger_885,UNACCOMPANIED_MINOR,1
P000886,Passenger_886,LOYALTY,1
P000887,Passenger_887,VIP,2
P000888,Passenger_888,UNACCOMPANIED_MINOR,3
P000889,Passenger_889,VIP,2
P000890,Passenger_890,NORMAL,3
P000891,Passenger_891,VIP,4
P000892,Passenger_892,NORMAL,0
P000893,Passenger_893,VIP,0
P000894,Passenger_894,NORMAL,4
P000895,Passenger_895,LOYALTY,4
P000896,Passenger_896,VIP,4
P000897,Passenger_897,NORMAL,0
P000898,Passenger_898,VIP,2
P000899,Passenger_899,UNACCOMPANIED_MINOR,1
P000900,Passenger_900,LOYALTY,3
P000901,Passenger_901,NORMAL,1
P000902,Passenger_902,UNACCOMPANIED_MINOR,3
P000903,Passenger_903,VIP,0
P000904,Passenger_904,UNACCOMPANIED_MINOR,2
P000905,Passenger_905,VIP,1
P000906,Passenger_906,LOYALTY,4
P000907,Passenger_907,UNACCOMPANIED_MINOR,4
P000908,Passenger_908,LOYALTY,4
P000909,Passenger_909,NORMAL,1
P000910,Passenger_910,VIP,2
P000911,Passenger_911,VIP,2
P000912,Passenger_912,LOYALTY,4
P000913,Passenger_913,LOYALTY,1
P000914,Passenger_914,NORMAL,4
P000915,Passenger_915,UNACCOMPANIED_MINOR,3
P000916,Passenger_916,VIP,3
P000917,Passenger_917,VIP,1
P000918,Passenger_918,NORMAL,3
P000919,Passenger_919,NORMAL,0
P000920,Passenger_920,LOYALTY,0
P000921,Passenger_921,LOYALTY,0
P000922,Passenger_922,UNACCOMPANIED_MINOR,3
P000923,Passenger_923,NORMAL,2
P000924,Passenger_924,UNACCOMPANIED_MINOR,0
P000925,Passenger_925,NORMAL,4
P000926,Passenger_926,VIP,2
P000927,Passenger_927,NORMAL,1
P000928,Passenger_928,NORMAL,3
P000929,Passenger_929,VIP,4
P000930,Passenger_930,NORMAL,1
P000931,Passenger_931,UNACCOMPANIED_MINOR,3
P000932,Passenger_932,LOYALTY,3
P000933,Passenger_933,LOYALTY,4
P000934,Passenger_934,UNACCOMPANIED_MINOR,3
P000935,Passenger_935,VIP,3
P000936,Passenger_936,NORMAL,3
P000937,Passenger_937,UNACCOMPANIED_MINOR,2
P000938,Passenger_938,LOYALTY,0
P000939,Passenger_939,LOYALTY,4
P000940,Passenger_940,UNACCOMPANIED_MINOR,2
P000941,Passenger_941,LOYALTY,4
P000942,Passenger_942,UNACCOMPANIED_MINOR,2
P000943,Passenger_943,LOYALTY,3
P000944,Passenger_944,UNACCOMPANIED_MINOR,3
P000945,Passenger_945,NORMAL,2
P000946,Passenger_946,NORMAL,3
P000947,Passenger_947,NORMAL,0
P000948,Passenger_948,NORMAL,4
P000949,Passenger_949,LOYALTY,3
P000950,Passenger_950,VIP,1
P000951,Passenger_951,UNACCOMPANIED_MINOR,2
P000952,Passenger_952,VIP,2
P000953,Passenger_953,LOYALTY,3
P000954,Passenger_954,LOYALTY,2
P000955,Passenger_955,VIP,1
P000956,Passenger_956,VIP,2
P000957,Passenger_957,LOYALTY,1
P000958,Passenger_958,LOYALTY,2
P000959,Passenger_959,UNACCOMPANIED_MINOR,2
P000960,Passenger_960,NORMAL,1
P000961,Passenger_961,NORMAL,4
P000962,Passenger_962,UNACCOMPANIED_MINOR,0
P000963,Passenger_963,VIP,1
P000964,Passenger_964,LOYALTY,0
P000965,Passenger_965,VIP,2
P000966,Passenger_966,NORMAL,4
P000967,Passenger_967,NORMAL,1
P000968,Passenger_968,VIP,4
P000969,Passenger_969,NORMAL,1
P000970,Passenger_970,LOYALTY,3
P000971,Passenger_971,UNACCOMPANIED_MINOR,1
P000972,Passenger_972,VIP,0
P000973,Passenger_973,LOYALTY,3
P000974,Passenger_974,LOYALTY,2
P000975,Passenger_975,NORMAL,1
P000976,Passenger_976,LOYALTY,0
P000977,Passenger_977,VIP,2
P000978,Passenger_978,LOYALTY,0
P000979,Passenger_979,UNACCOMPANIED_MINOR,2
P000980,Passenger_980,LOYALTY,1
P000981,Passenger_981,LOYALTY,4
P000982,Passenger_982,UNACCOMPANIED_MINOR,2
P000983,Passenger_983,LOYALTY,4
P000984,Passenger_984,LOYALTY,2
P000985,Passenger_985,NORMAL,4
P000986,Passenger_986,VIP,1
P000987,Passenger_987,NORMAL,0
P000988,Passenger_988,VIP,1
P000989,Passenger_989,UNACCOMPANIED_MINOR,2
P000990,Passenger_990,UNACCOMPANIED_MINOR,3
P000991,Passenger_991,UNACCOMPANIED_MINOR,0
P000992,Passenger_992,VIP,4
P000993,Passenger_993,VIP,0
P000994,Passenger_994,VIP,0
P000995,Passenger_995,UNACCOMPANIED_MINOR,1
P000996,Passenger_996,VIP,2
P000997,Passenger_997,LOYALTY,1
P000998,Passenger_998,NORMAL,2
P000999,Passenger_999,UNACCOMPANIED_MINOR,3
P001000,Passenger_1000,NORMAL,1
P001001,Passenger_1001,LOYALTY,3
P001002,Passenger_1002,VIP,2
P001003,Passenger_1003,NORMAL,0
P001004,Passenger_1004,LOYALTY,3
P001005,Passenger_1005,LOYALTY,3
P001006,Passenger_1006,NORMAL,2
P001007,Passenger_1007,UNACCOMPANIED_MINOR,2
P001008,Passenger_1008,NORMAL,1
P001009,Passenger_1009,UNACCOMPANIED_MINOR,1
P001010,Passenger_1010,VIP,2
P001011,Passenger_1011,UNACCOMPANIED_MINOR,3
P001012,Passenger_1012,VIP,4
P001013,Passenger_1013,NORMAL,1
P001014,Passenger_1014,VIP,2
P001015,Passenger_1015,LOYALTY,4
P001016,Passenger_1016,VIP,4
P001017,Passenger_1017,UNACCOMPANIED_MINOR,4
P001018,Passenger_1018,UNACCOMPANIED_MINOR,4
P001019,Passenger_1019,UNACCOMPANIED_MINOR,0
P001020,Passenger_1020,VIP,1
P001021,Passenger_1021,UNACCOMPANIED_MINOR,4
P001022,Passenger_1022,UNACCOMPANIED_MINOR,4
P001023,Passenger_1023,LOYALTY,2
P001024,Passenger_1024,VIP,2
P001025,Passenger_1025,LOYALTY,0
P001026,Passenger_1026,UNACCOMPANIED_MINOR,4
P001027,Passenger_1027,UNACCOMPANIED_MINOR,0
P001028,Passenger_1028,UNACCOMPANIED_MINOR,2
P001029,Passenger_1029,VIP,1
P001030,Passenger_1030,NORMAL,3
P001031,Passenger_1031,UNACCOMPANIED_MINOR,3
P001032,Passenger_1032,UNACCOMPANIED_MINOR,0
P001033,Passenger_1033,UNACCOMPANIED_MINOR,2
P001034,Passenger_1034,UNACCOMPANIED_MINOR,3
P001035,Passenger_1035,VIP,4
P001036,Passenger_1036,NORMAL,1
P001037,Passenger_1037,NORMAL,2
P001038,Passenger_1038,NORMAL,0
P001039,Passenger_1039,UNACCOMPANIED_MINOR,2
P001040,Passenger_1040,UNACCOMPANIED_MINOR,1
P001041,Passenger_1041,NORMAL,2
P001042,Passenger_1042,NORMAL,0
P001043,Passenger_1043,UNACCOMPANIED_MINOR,4
P001044,Passenger_1044,UNACCOMPANIED_MINOR,2
P001045,Passenger_1045,LOYALTY,0
P001046,Passenger_1046,LOYALTY,4
P001047,Passenger_1047,LOYALTY,3
P001048,Passenger_1048,NORMAL,2
P001049,Passenger_1049,VIP,4
P001050,Passenger_1050,UNACCOMPANIED_MINOR,3
P001051,Passenger_1051,LOYALTY,2
P001052,Passenger_1052,VIP,2
P001053,Passenger_1053,UNACCOMPANIED_MINOR,1
P001054,Passenger_1054,VIP,2
P001055,Passenger_1055,NORMAL,2
P001056,Passenger_1056,NORMAL,4
P001057,Passenger_1057,NORMAL,0
P001058,Passenger_1058,LOYALTY,1
P001059,Passenger_1059,UNACCOMPANIED_MINOR,2
P001060,Passenger_1060,NORMAL,4
P001061,Passenger_1061,LOYALTY,4
P001062,Passenger_1062,LOYALTY,0
P001063,Passenger_1063,LOYALTY,3
P001064,Passenger_1064,LOYALTY,2
P001065,Passenger_1065,NORMAL,3
P001066,Passenger_1066,LOYALTY,0
P001067,Passenger_1067,NORMAL,4
P001068,Passenger_1068,NORMAL,3
P001069,Passenger_1069,LOYALTY,0
P001070,Passenger_1070,NORMAL,3
P001071,Passenger_1071,UNACCOMPANIED_MINOR,4
P001072,Passenger_1072,UNACCOMPANIED_MINOR,2
P001073,Passenger_1073,VIP,1
P001074,Passenger_1074,UNACCOMPANIED_MINOR,4
P001075,Passenger_1075,NORMAL,3
P001076,Passenger_1076,NORMAL,2
P001077,Passenger_1077,UNACCOMPANIED_MINOR,1
P001078,Passenger_1078,LOYALTY,0
P001079,Passenger_1079,LOYALTY,2
P001080,Passenger_1080,NORMAL,4
P001081,Passenger_1081,LOYALTY,3
P001082,Passenger_1082,VIP,1
P001083,Passenger_1083,VIP,2
P001084,Passenger_1084,UNACCOMPANIED_MINOR,1
P001085,Passenger_1085,UNACCOMPANIED_MINOR,1
P001086,Passenger_1086,LOYALTY,2
P001087,Passenger_1087,NORMAL,3
P001088,Passenger_1088,UNACCOMPANIED_MINOR,0
P001089,Passenger_1089,VIP,2
P001090,Passenger_1090,UNACCOMPANIED_MINOR,0
P001091,Passenger_1091,UNACCOMPANIED_MINOR,1
P001092,Passenger_1092,VIP,1
P001093,Passenger_1093,NORMAL,3
P001094,Passenger_1094,UNACCOMPANIED_MINOR,2
P001095,Passenger_1095,UNACCOMPANIED_MINOR,2
P001096,Passenger_1096,UNACCOMPANIED_MINOR,4
P001097,Passenger_1097,LOYALTY,3
P001098,Passenger_1098,UNACCOMPANIED_MINOR,2
P001099,Passenger_1099,VIP,1
P001100,Passenger_1100,NORMAL,3
P001101,Passenger_1101,NORMAL,4
P001102,Passenger_1102,VIP,4
P001103,Passenger_1103,LOYALTY,1
P001104,Passenger_1104,VIP,2
P001105,Passenger_1105,NORMAL,1
P001106,Passenger_1106,VIP,4
P001107,Passenger_1107,LOYALTY,3
P001108,Passenger_1108,NORMAL,2
P001109,Passenger_1109,LOYALTY,1
P001110,Passenger_1110,VIP,2
P001111,Passenger_1111,UNACCOMPANIED_MINOR,3
P001112,Passenger_1112,VIP,4
P001113,Passenger_1113,LOYALTY,1
P001114,Passenger_1114,VIP,4
P001115,Passenger_1115,UNACCOMPANIED_MINOR,1
P001116,Passenger_1116,LOYALTY,2
P001117,Passenger_1117,VIP,0
P001118,Passenger_1118,LOYALTY,1
P001119,Passenger_1119,LOYALTY,1
P001120,Passenger_1120,NORMAL,4
P001121,Passenger_1121,NORMAL,0
P001122,Passenger_1122,LOYALTY,0
P001123,Passenger_1123,VIP,0
P001124,Passenger_1124,VIP,0
P001125,Passenger_1125,VIP,3
P001126,Passenger_1126,UNACCOMPANIED_MINOR,2
P001127,Passenger_1127,LOYALTY,1
P001128,Passenger_1128,LOYALTY,2
P001129,Passenger_1129,UNACCOMPANIED_MINOR,2
P001130,Passenger_1130,LOYALTY,2
P001131,Passenger_1131,LOYALTY,2
P001132,Passenger_1132,UNACCOMPANIED_MINOR,3
P001133,Passenger_1133,NORMAL,4
P001134,Passenger_1134,LOYALTY,3
P001135,Passenger_1135,UNACCOMPANIED_MINOR,1
P001136,Passenger_1136,VIP,0
P001137,Passenger_1137,NORMAL,4
P001138,Passenger_1138,VIP,1
P001139,Passenger_1139,LOYALTY,0
P001140,Passenger_1140,NORMAL,3
P001141,Passenger_1141,UNACCOMPANIED_MINOR,2
P001142,Passenger_1142,LOYALTY,1
P001143,Passenger_1143,UNACCOMPANIED_MINOR,2
P001144,Passenger_1144,NORMAL,2
P001145,Passenger_1145,VIP,2
P001146,Passenger_1146,LOYALTY,4
P001147,Passenger_1147,LOYALTY,0
P001148,Passenger_1148,UNACCOMPANIED_MINOR,2
P001149,Passenger_1149,NORMAL,1
P001150,Passenger_1150,UNACCOMPANIED_MINOR,4
P001151,Passenger_1151,NORMAL,0
P001152,Passenger_1152,LOYALTY,1
P001153,Passenger_1153,NORMAL,4
P001154,Passenger_1154,LOYALTY,4
P001155,Passenger_1155,NORMAL,0
P001156,Passenger_1156,VIP,2
P001157,Passenger_1157,NORMAL,1
P001158,Passenger_1158,VIP,3
P001159,Passenger_1159,NORMAL,2
P001160,Passenger_1160,NORMAL,3
P001161,Passenger_1161,UNACCOMPANIED_MINOR,1
P001162,Passenger_1162,UNACCOMPANIED_MINOR,3
P001163,Passenger_1163,LOYALTY,3
P001164,Passenger_1164,UNACCOMPANIED_MINOR,0
P001165,Passenger_1165,NORMAL,0
P001166,Passenger_1166,UNACCOMPANIED_MINOR,0
P001167,Passenger_1167,NORMAL,3
P001168,Passenger_1168,VIP,3
P001169,Passenger_1169,NORMAL,4
P001170,Passenger_1170,LOYALTY,4
P001171,Passenger_1171,VIP,0
P001172,Passenger_1172,LOYALTY,4
P001173,Passenger_1173,LOYALTY,2
P001174,Passenger_1174,LOYALTY,4
P001175,Passenger_1175,UNACCOMPANIED_MINOR,4
P001176,Passenger_1176,LOYALTY,2
P001177,Passenger_1177,VIP,2
P001178,Passenger_1178,NORMAL,1
P001179,Passenger_1179,LOYALTY,3
P001180,Passenger_1180,VIP,3
P001181,Passenger_1181,LOYALTY,0
P001182,Passenger_1182,NORMAL,1
P001183,Passenger_1183,VIP,1
P001184,Passenger_1184,VIP,1
P001185,Passenger_1185,NORMAL,1
P001186,Passenger_1186,VIP,4
P001187,Passenger_1187,NORMAL,1
P001188,Passenger_1188,VIP,0
P001189,Passenger_1189,VIP,3
P001190,Passenger_1190,NORMAL,1
P001191,Passenger_1191,NORMAL,3
P001192,Passenger_1192,VIP,2
P001193,Passenger_1193,VIP,0
P001194,Passenger_1194,NORMAL,2
P001195,Passenger_1195,UNACCOMPANIED_MINOR,1
P001196,Passenger_1196,NORMAL,4
P001197,Passenger_1197,VIP,4
P001198,Passenger_1198,VIP,0
P001199,Passenger_1199,VIP,1
P001200,Passenger_1200,NORMAL,1
P001201,Passenger_1201,VIP,1
P001202,Passenger_1202,UNACCOMPANIED_MINOR,1
P001203,Passenger_1203,LOYALTY,0
P001204,Passenger_1204,UNACCOMPANIED_MINOR,0
P001205,Passenger_1205,NORMAL,0
P001206,Passenger_1206,VIP,4
P001207,Passenger_1207,NORMAL,1
P001208,Passenger_1208,LOYALTY,2
P001209,Passenger_1209,NORMAL,3
P001210,Passenger_1210,VIP,0
P001211,Passenger_1211,LOYALTY,0
P001212,Passenger_1212,LOYALTY,4
P001213,Passenger_1213,VIP,4
P001214,Passenger_1214,VIP,3
P001215,Passenger_1215,VIP,4
P001216,Passenger_1216,NORMAL,0
P001217,Passenger_1217,UNACCOMPANIED_MINOR,1
P001218,Passenger_1218,NORMAL,1
P001219,Passenger_1219,NORMAL,4
P001220,Passenger_1220,UNACCOMPANIED_MINOR,3
P001221,Passenger_1221,VIP,1
P001222,Passenger_1222,VIP,0
P001223,Passenger_1223,UNACCOMPANIED_MINOR,1
P001224,Passenger_1224,UNACCOMPANIED_MINOR,3
P001225,Passenger_1225,NORMAL,4
P001226,Passenger_1226,LOYALTY,2
P001227,Passenger_1227,UNACCOMPANIED_MINOR,1
P001228,Passenger_1228,NORMAL,0
P001229,Passenger_1229,LOYALTY,3
P001230,Passenger_1230,VIP,1
P001231,Passenger_1231,VIP,2
P001232,Passenger_1232,NORMAL,4
P001233,Passenger_1233,NORMAL,1
P001234,Passenger_1234,UNACCOMPANIED_MINOR,3
P001235,Passenger_1235,VIP,1
P001236,Passenger_1236,NORMAL,4
P001237,Passenger_1237,VIP,3
P001238,Passenger_1238,VIP,2
P001239,Passenger_1239,UNACCOMPANIED_MINOR,0
P001240,Passenger_1240,LOYALTY,4
P001241,Passenger_1241,UNACCOMPANIED_MINOR,1
P001242,Passenger_1242,NORMAL,2
P001243,Passenger_1243,UNACCOMPANIED_MINOR,3
P001244,Passenger_1244,UNACCOMPANIED_MINOR,3
P001245,Passenger_1245,VIP,3
P001246,Passenger_1246,UNACCOMPANIED_MINOR,1
P001247,Passenger_1247,NORMAL,4
P001248,Passenger_1248,LOYALTY,2
P001249,Passenger_1249,UNACCOMPANIED_MINOR,3
P001250,Passenger_1250,UNACCOMPANIED_MINOR,0
P001251,Passenger_1251,LOYALTY,4
P001252,Passenger_1252,NORMAL,2
P001253,Passenger_1253,NORMAL,2
P001254,Passenger_1254,UNACCOMPANIED_MINOR,3
P001255,Passenger_1255,VIP,0
P001256,Passenger_1256,UNACCOMPANIED_MINOR,3
P001257,Passenger_1257,LOYALTY,4
P001258,Passenger_1258,LOYALTY,1
P001259,Passenger_1259,LOYALTY,4
P001260,Passenger_1260,UNACCOMPANIED_MINOR,0
P001261,Passenger_1261,UNACCOMPANIED_MINOR,1
P001262,Passenger_1262,NORMAL,2
P001263,Passenger_1263,VIP,3
P001264,Passenger_1264,UNACCOMPANIED_MINOR,4
P001265,Passenger_1265,NORMAL,3
P001266,Passenger_1266,UNACCOMPANIED_MINOR,4
P001267,Passenger_1267,NORMAL,3
P001268,Passenger_1268,NORMAL,1
P001269,Passenger_1269,VIP,3
P001270,Passenger_1270,UNACCOMPANIED_MINOR,0
P001271,Passenger_1271,NORMAL,0
P001272,Passenger_1272,LOYALTY,3
P001273,Passenger_1273,LOYALTY,2
P001274,Passenger_1274,LOYALTY,0
P001275,Passenger_1275,VIP,4
P001276,Passenger_1276,NORMAL,3
P001277,Passenger_1277,VIP,3
P001278,Passenger_1278,UNACCOMPANIED_MINOR,0
P001279,Passenger_1279,UNACCOMPANIED_MINOR,2
P001280,Passenger_1280,NORMAL,4
P001281,Passenger_1281,LOYALTY,0
P001282,Passenger_1282,NORMAL,0
P001283,Passenger_1283,NORMAL,1
P001284,Passenger_1284,NORMAL,0
P001285,Passenger_1285,VIP,4
P001286,Passenger_1286,UNACCOMPANIED_MINOR,1
P001287,Passenger_1287,NORMAL,2
P001288,Passenger_1288,NORMAL,2
P001289,Passenger_1289,NORMAL,0
P001290,Passenger_1290,VIP,4
P001291,Passenger_1291,VIP,2
P001292,Passenger_1292,VIP,4
P001293,Passenger_1293,NORMAL,4
P001294,Passenger_1294,LOYALTY,1
P001295,Passenger_1295,LOYALTY,0
P001296,Passenger_1296,LOYALTY,4
P001297,Passenger_1297,UNACCOMPANIED_MINOR,4
P001298,Passenger_1298,NORMAL,4
P001299,Passenger_1299,LOYALTY,0
P001300,Passenger_1300,LOYALTY,1
P001301,Passenger_1301,LOYALTY,4
P001302,Passenger_1302,NORMAL,3
