pnr_id,passenger_id,flight_id,seat_class
PNR000653,P000653,FL05304,FIRST
PNR000654,P000654,FL03282,FIRST
PNR000655,P000655,FL02107,BUSINESS
PNR000656,P000656,FL06072,ECONOMY
PNR000657,P000657,FL01982,FIRST
PNR000658,P000658,FL03650,FIRST
PNR000659,P000659,FL07341,FIRST
PNR000660,P000660,FL08471,BUSINESS
PNR000661,P000661,FL08803,BUSINESS
PNR000662,P000662,FL00832,BUSINESS
PNR000663,P000663,FL09502,FIRST
PNR000664,P000664,FL07958,FIRST
PNR000665,P000665,FL09803,BUSINESS
PNR000666,P000666,FL09331,BUSINESS
PNR000667,P000667,FL01821,FIRST
PNR000668,P000668,FL08878,FIRST
PNR000669,P000669,FL04003,FIRST
PNR000670,P000670,FL02080,ECONOMY
PNR000671,P000671,FL06749,ECONOMY
PNR000672,P000672,FL05342,FIRST
PNR000673,P000673,FL02070,BUSINESS
PNR000674,P000674,FL09069,ECONOMY
PNR000675,P000675,FL07067,BUSINESS
PNR000676,P000676,FL09642,BUSINESS
PNR000677,P000677,FL07422,ECONOMY
PNR000678,P000678,FL04309,ECONOMY
PNR000679,P000679,FL07684,BUSINESS
PNR000680,P000680,FL03469,ECONOMY
PNR000681,P000681,FL07686,ECONOMY
PNR000682,P000682,FL09810,FIRST
PNR000683,P000683,FL04354,ECONOMY
PNR000684,P000684,FL03025,ECONOMY
PNR000685,P000685,FL06924,FIRST
PNR000686,P000686,FL07481,ECONOMY
PNR000687,P000687,FL07285,ECONOMY
PNR000688,P000688,FL04846,FIRST
PNR000689,P000689,FL00418,BUSINESS
PNR000690,P000690,FL06339,ECONOMY
PNR000691,P000691,FL07116,FIRST
PNR000692,P000692,FL03123,ECONOMY
PNR000693,P000693,FL06401,FIRST
PNR000694,P000694,FL09227,BUSINESS
PNR000695,P000695,FL06657,FIRST
PNR000696,P000696,FL04902,ECONOMY
PNR000697,P000697,FL00207,BUSINESS
PNR000698,P000698,FL00239,BUSINESS
PNR000699,P000699,FL01586,FIRST
PNR000700,P000700,FL09251,ECONOMY
PNR000701,P000701,FL01478,BUSINESS
PNR000702,P000702,FL05565,FIRST
PNR000703,P000703,FL06030,ECONOMY
PNR000704,P000704,FL05945,ECONOMY
PNR000705,P000705,FL06886,FIRST
PNR000706,P000706,FL07586,FIRST
PNR000707,P000707,FL08244,BUSINESS
PNR000708,P000708,FL02153,BUSINESS
PNR000709,P000709,FL08050,ECONOMY
PNR000710,P000710,FL03032,FIRST
PNR000711,P000711,FL04844,BUSINESS
PNR000712,P000712,FL05491,FIRST
PNR000713,P000713,FL05238,BUSINESS
PNR000714,P000714,FL04681,FIRST
PNR000715,P000715,FL04119,ECONOMY
PNR000716,P000716,FL08004,BUSINESS
PNR000717,P000717,FL08331,ECONOMY
PNR000718,P000718,FL05102,FIRST
PNR000719,P000719,FL03403,ECONOMY
PNR000720,P000720,FL08792,FIRST
PNR000721,P000721,FL03860,BUSINESS
PNR000722,P000722,FL05049,FIRST
PNR000723,P000723,FL08616,BUSINESS
PNR000724,P000724,FL05638,BUSINESS
PNR000725,P000725,FL06914,BUSINESS
PNR000726,P000726,FL02310,BUSINESS
PNR000727,P000727,FL06676,BUSINESS
PNR000728,P000728,FL01166,FIRST
PNR000729,P000729,FL00413,BUSINESS
PNR000730,P000730,FL02424,FIRST
PNR000731,P000731,FL08118,BUSINESS
PNR000732,P000732,FL09272,BUSINESS
PNR000733,P000733,FL06875,ECONOMY
PNR000734,P000734,FL07110,ECONOMY
PNR000735,P000735,FL02012,FIRST
PNR000736,P000736,FL07623,FIRST
PNR000737,P000737,FL00069,ECONOMY
PNR000738,P000738,FL04930,ECONOMY
PNR000739,P000739,FL05582,BUSINESS
PNR000740,P000740,FL02139,BUSINESS
PNR000741,P000741,FL07900,FIRST
PNR000742,P000742,FL00539,BUSINESS
PNR000743,P000743,FL05149,BUSINESS
PNR000744,P000744,FL05297,BUSINESS
PNR000745,P000745,FL00697,BUSINESS
PNR000746,P000746,FL04619,BUSINESS
PNR000747,P000747,FL03240,BUSINESS
PNR000748,P000748,FL05909,BUSINESS
PNR000749,P000749,FL04283,BUSINESS
PNR000750,P000750,FL07502,FIRST
PNR000751,P000751,FL09937,FIRST
PNR000752,P000752,FL07264,FIRST
PNR000753,P000753,FL09778,FIRST
PNR000754,P000754,FL02716,FIRST
PNR000755,P000755,FL08319,FIRST
PNR000756,P000756,FL03975,ECONOMY
PNR000757,P000757,FL09644,BUSINESS
PNR000758,P000758,FL08603,ECONOMY
PNR000759,P000759,FL02310,ECONOMY
PNR000760,P000760,FL05875,FIRST
PNR000761,P000761,FL04915,FIRST
PNR000762,P000762,FL01541,FIRST
PNR000763,P000763,FL04502,FIRST
PNR000764,P000764,FL06392,ECONOMY
PNR000765,P000765,FL03163,BUSINESS
PNR000766,P000766,FL05081,BUSINESS
PNR000767,P000767,FL08635,BUSINESS
PNR000768,P000768,FL03232,BUSINESS
PNR000769,P000769,FL06636,FIRST
PNR000770,P000770,FL09687,BUSINESS
PNR000771,P000771,FL03470,BUSINESS
PNR000772,P000772,FL04094,FIRST
PNR000773,P000773,FL03604,BUSINESS
PNR000774,P000774,FL04693,FIRST
PNR000775,P000775,FL04066,BUSINESS
PNR000776,P000776,FL05387,FIRST
PNR000777,P000777,FL02444,FIRST
PNR000778,P000778,FL06311,BUSINESS
PNR000779,P000779,FL02033,ECONOMY
PNR000780,P000780,FL06423,FIRST
PNR000781,P000781,FL09393,ECONOMY
PNR000782,P000782,FL02818,FIRST
PNR000783,P000783,FL05847,FIRST
PNR000784,P000784,FL04281,ECONOMY
PNR000785,P000785,FL05241,ECONOMY
PNR000786,P000786,FL01915,FIRST
PNR000787,P000787,FL01868,ECONOMY
PNR000788,P000788,FL00182,ECONOMY
PNR000789,P000789,FL05489,ECONOMY
PNR000790,P000790,FL02330,BUSINESS
PNR000791,P000791,FL00265,BUSINESS
PNR000792,P000792,FL06376,ECONOMY
PNR000793,P000793,FL02838,ECONOMY
PNR000794,P000794,FL09140,FIRST
PNR000795,P000795,FL07280,BUSINESS
PNR000796,P000796,FL05030,BUSINESS
PNR000797,P000797,FL03857,BUSINESS
PNR000798,P000798,FL06765,FIRST
PNR000799,P000799,FL07013,FIRST
PNR000800,P000800,FL08387,BUSINESS
PNR000801,P000801,FL05672,FIRST
PNR000802,P000802,FL09905,ECONOMY
PNR000803,P000803,FL00864,ECONOMY
PNR000804,P000804,FL06249,FIRST
PNR000805,P000805,FL06644,BUSINESS
PNR000806,P000806,FL08764,ECONOMY
PNR000807,P000807,FL00423,BUSINESS
PNR000808,P000808,FL06505,ECONOMY
PNR000809,P000809,FL06774,FIRST
PNR000810,P000810,FL09502,ECONOMY
PNR000811,P000811,FL04499,BUSINESS
PNR000812,P000812,FL08038,ECONOMY
PNR000813,P000813,FL05552,BUSINESS
PNR000814,P000814,FL03793,BUSINESS
PNR000815,P000815,FL06017,ECONOMY
PNR000816,P000816,FL04487,ECONOMY
PNR000817,P000817,FL07432,FIRST
PNR000818,P000818,FL05529,FIRST
PNR000819,P000819,FL04704,ECONOMY
PNR000820,P000820,FL02038,ECONOMY
PNR000821,P000821,FL08876,FIRST
PNR000822,P000822,FL02697,ECONOMY
PNR000823,P000823,FL08306,ECONOMY
PNR000824,P000824,FL06080,BUSINESS
PNR000825,P000825,FL05432,BUSINESS
PNR000826,P000826,FL03932,FIRST
PNR000827,P000827,FL04667,BUSINESS
PNR000828,P000828,FL03434,BUSINESS
PNR000829,P000829,FL08237,ECONOMY
PNR000830,P000830,FL04767,BUSINESS
PNR000831,P000831,FL08694,ECONOMY
PNR000832,P000832,FL07491,BUSINESS
PNR000833,P000833,FL00591,BUSINESS
PNR000834,P000834,FL00367,BUSINESS
PNR000835,P000835,FL00146,FIRST
PNR000836,P000836,FL07289,FIRST
PNR000837,P000837,FL00702,ECONOMY
PNR000838,P000838,FL02308,FIRST
PNR000839,P000839,FL03056,BUSINESS
PNR000840,P000840,FL06851,ECONOMY
PNR000841,P000841,FL09921,FIRST
PNR000842,P000842,FL04528,BUSINESS
PNR000843,P000843,FL01264,FIRST
PNR000844,P000844,FL09024,FIRST
PNR000845,P000845,FL06243,BUSINESS
PNR000846,P000846,FL04827,BUSINESS
PNR000847,P000847,FL05652,ECONOMY
PNR000848,P000848,FL06023,ECONOMY
PNR000849,P000849,FL02309,ECONOMY
PNR000850,P000850,FL03637,BUSINESS
PNR000851,P000851,FL08398,ECONOMY
PNR000852,P000852,FL03823,FIRST
PNR000853,P000853,FL09895,BUSINESS
PNR000854,P000854,FL08609,ECONOMY
PNR000855,P000855,FL02854,ECONOMY
PNR000856,P000856,FL04539,BUSINESS
PNR000857,P000857,FL09675,ECONOMY
PNR000858,P000858,FL02990,BUSINESS
PNR000859,P000859,FL01628,FIRST
PNR000860,P000860,FL00994,BUSINESS
PNR000861,P000861,FL04942,BUSINESS
PNR000862,P000862,FL01670,ECONOMY
PNR000863,P000863,FL06405,BUSINESS
PNR000864,P000864,FL05530,BUSINESS
PNR000865,P000865,FL01212,ECONOMY
PNR000866,P000866,FL08852,BUSINESS
PNR000867,P000867,FL07239,BUSINESS
PNR000868,P000868,FL08895,FIRST
PNR000869,P000869,FL05778,BUSINESS
PNR000870,P000870,FL04765,ECONOMY
PNR000871,P000871,FL09971,FIRST
PNR000872,P000872,FL09567,FIRST
PNR000873,P000873,FL02662,FIRST
PNR000874,P000874,FL00741,BUSINESS
PNR000875,P000875,FL07325,BUSINESS
PNR000876,P000876,FL00683,FIRST
PNR000877,P000877,FL09086,FIRST
PNR000878,P000878,FL06466,ECONOMY
PNR000879,P000879,FL02060,ECONOMY
PNR000880,P000880,FL06535,BUSINESS
PNR000881,P000881,FL09375,FIRST
PNR000882,P000882,FL01013,ECONOMY
PNR000883,P000883,FL04867,BUSINESS
PNR000884,P000884,FL09642,BUSINESS
PNR000885,P000885,FL09810,BUSINESS
PNR000886,P000886,FL00126,FIRST
PNR000887,P000887,FL02991,ECONOMY
PNR000888,P000888,FL04197,BUSINESS
PNR000889,P000889,FL08945,BUSINESS
PNR000890,P000890,FL08756,ECONOMY
PNR000891,P000891,FL05431,FIRST
PNR000892,P000892,FL04876,BUSINESS
PNR000893,P000893,FL09572,ECONOMY
PNR000894,P000894,FL01216,ECONOMY
PNR000895,P000895,FL07858,BUSINESS
PNR000896,P000896,FL05678,FIRST
PNR000897,P000897,FL08209,BUSINESS
PNR000898,P000898,FL08034,FIRST
PNR000899,P000899,FL08626,ECONOMY
PNR000900,P000900,FL01061,FIRST
PNR000901,P000901,FL05975,BUSINESS
PNR000902,P000902,FL05265,ECONOMY
PNR000903,P000903,FL02147,BUSINESS
PNR000904,P000904,FL01856,ECONOMY
PNR000905,P000905,FL01859,ECONOMY
PNR000906,P000906,FL05664,BUSINESS
PNR000907,P000907,FL08602,BUSINESS
PNR000908,P000908,FL02740,FIRST
PNR000909,P000909,FL02226,ECONOMY
PNR000910,P000910,FL02661,ECONOMY
PNR000911,P000911,FL03754,ECONOMY
PNR000912,P000912,FL08441,BUSINESS
PNR000913,P000913,FL04825,ECONOMY
PNR000914,P000914,FL00241,FIRST
PNR000915,P000915,FL04885,BUSINESS
PNR000916,P000916,FL06802,BUSINESS
PNR000917,P000917,FL06163,FIRST
PNR000918,P000918,FL01174,BUSINESS
PNR000919,P000919,FL02732,ECONOMY
PNR000920,P000920,FL07865,FIRST
PNR000921,P000921,FL08879,ECONOMY
PNR000922,P000922,FL07856,FIRST
PNR000923,P000923,FL02284,BUSINESS
PNR000924,P000924,FL05285,BUSINESS
PNR000925,P000925,FL00532,BUSINESS
PNR000926,P000926,FL01368,FIRST
PNR000927,P000927,FL05337,BUSINESS
PNR000928,P000928,FL06618,FIRST
PNR000929,P000929,FL06044,ECONOMY
PNR000930,P000930,FL04949,BUSINESS
PNR000931,P000931,FL04689,BUSINESS
PNR000932,P000932,FL09212,FIRST
PNR000933,P000933,FL07831,BUSINESS
PNR000934,P000934,FL09998,ECONOMY
PNR000935,P000935,FL01791,BUSINESS
PNR000936,P000936,FL04741,ECONOMY
PNR000937,P000937,FL06022,ECONOMY
PNR000938,P000938,FL04474,BUSINESS
PNR000939,P000939,FL08373,FIRST
PNR000940,P000940,FL07224,FIRST
PNR000941,P000941,FL01451,FIRST
PNR000942,P000942,FL00142,BUSINESS
PNR000943,P000943,FL04529,BUSINESS
PNR000944,P000944,FL00175,ECONOMY
PNR000945,P000945,FL05930,BUSINESS
PNR000946,P000946,FL05120,BUSINESS
PNR000947,P000947,FL05839,BUSINESS
PNR000948,P000948,FL00971,BUSINESS
PNR000949,P000949,FL02683,BUSINESS
PNR000950,P000950,FL06757,BUSINESS
PNR000951,P000951,FL07974,FIRST
PNR000952,P000952,FL05900,FIRST
PNR000953,P000953,FL00721,BUSINESS
PNR000954,P000954,FL07050,BUSINESS
PNR000955,P000955,FL05701,ECONOMY
PNR000956,P000956,FL01859,BUSINESS
PNR000957,P000957,FL01243,BUSINESS
PNR000958,P000958,FL05807,BUSINESS
PNR000959,P000959,FL00279,ECONOMY
PNR000960,P000960,FL04824,FIRST
PNR000961,P000961,FL09164,BUSINESS
PNR000962,P000962,FL05350,ECONOMY
PNR000963,P000963,FL01804,BUSINESS
PNR000964,P000964,FL03207,ECONOMY
PNR000965,P000965,FL02696,FIRST
PNR000966,P000966,FL03445,ECONOMY
PNR000967,P000967,FL01346,ECONOMY
PNR000968,P000968,FL01319,BUSINESS
PNR000969,P000969,FL02658,BUSINESS
PNR000970,P000970,FL08307,FIRST
PNR000971,P000971,FL00084,ECONOMY
PNR000972,P000972,FL02699,BUSINESS
PNR000973,P000973,FL07000,ECONOMY
PNR000974,P000974,FL08621,FIRST
PNR000975,P000975,FL06675,BUSINESS
PNR000976,P000976,FL09364,FIRST
PNR000977,P000977,FL06815,ECONOMY
PNR000978,P000978,FL04985,BUSINESS
PNR000979,P000979,FL04867,FIRST
PNR000980,P000980,FL07079,ECONOMY
PNR000981,P000981,FL06841,BUSINESS
PNR000982,P000982,FL05279,BUSINESS
PNR000983,P000983,FL07470,FIRST
PNR000984,P000984,FL07145,ECONOMY
PNR000985,P000985,FL07987,FIRST
PNR000986,P000986,FL04136,BUSINESS
PNR000987,P000987,FL02460,FIRST
PNR000988,P000988,FL04938,ECONOMY
PNR000989,P000989,FL05452,FIRST
PNR000990,P000990,FL01829,FIRST
PNR000991,P000991,FL01033,ECONOMY
PNR000992,P000992,FL00707,BUSINESS
PNR000993,P000993,FL01899,FIRST
PNR000994,P000994,FL09631,ECONOMY
PNR000995,P000995,FL03941,ECONOMY
PNR000996,P000996,FL02336,FIRST
PNR000997,P000997,FL00158,BUSINESS
PNR000998,P000998,FL08938,BUSINESS
PNR000999,P000999,FL07428,BUSINESS
PNR001000,P001000,FL02372,BUSINESS
PNR001001,P001001,FL06563,ECONOMY
PNR001002,P001002,FL02577,ECONOMY
PNR001003,P001003,FL03940,FIRST
PNR001004,P001004,FL09549,FIRST
PNR001005,P001005,FL05393,ECONOMY
PNR001006,P001006,FL08977,ECONOMY
PNR001007,P001007,FL05591,ECONOMY
PNR001008,P001008,FL09958,ECONOMY
PNR001009,P001009,FL06970,BUSINESS
PNR001010,P001010,FL08599,ECONOMY
PNR001011,P001011,FL04173,ECONOMY
PNR001012,P001012,FL02641,FIRST
PNR001013,P001013,FL09132,BUSINESS
PNR001014,P001014,FL06293,BUSINESS
PNR001015,P001015,FL03596,FIRST
PNR001016,P001016,FL09909,BUSINESS
PNR001017,P001017,FL07988,FIRST
PNR001018,P001018,FL02990,FIRST
PNR001019,P001019,FL01610,BUSINESS
PNR001020,P001020,FL07401,FIRST
PNR001021,P001021,FL06811,BUSINESS
PNR001022,P001022,FL07401,BUSINESS
PNR001023,P001023,FL03240,ECONOMY
PNR001024,P001024,FL09073,FIRST
PNR001025,P001025,FL05739,ECONOMY
PNR001026,P001026,FL05999,BUSINESS
PNR001027,P001027,FL09331,FIRST
PNR001028,P001028,FL05088,ECONOMY
PNR001029,P001029,FL02326,FIRST
PNR001030,P001030,FL04274,BUSINESS
PNR001031,P001031,FL08761,ECONOMY
PNR001032,P001032,FL06146,BUSINESS
PNR001033,P001033,FL05133,ECONOMY
PNR001034,P001034,FL07014,ECONOMY
PNR001035,P001035,FL08609,ECONOMY
PNR001036,P001036,FL02319,BUSINESS
PNR001037,P001037,FL02151,FIRST
PNR001038,P001038,FL08422,FIRST
PNR001039,P001039,FL02883,FIRST
PNR001040,P001040,FL02737,FIRST
PNR001041,P001041,FL09928,FIRST
PNR001042,P001042,FL06066,BUSINESS
PNR001043,P001043,FL03719,BUSINESS
PNR001044,P001044,FL02282,FIRST
PNR001045,P001045,FL05890,ECONOMY
PNR001046,P001046,FL07136,BUSINESS
PNR001047,P001047,FL05059,FIRST
PNR001048,P001048,FL03509,BUSINESS
PNR001049,P001049,FL01400,ECONOMY
PNR001050,P001050,FL00038,BUSINESS
PNR001051,P001051,FL01408,BUSINESS
PNR001052,P001052,FL07802,FIRST
PNR001053,P001053,FL02299,ECONOMY
PNR001054,P001054,FL03027,FIRST
PNR001055,P001055,FL09368,BUSINESS
PNR001056,P001056,FL09565,FIRST
PNR001057,P001057,FL04714,FIRST
PNR001058,P001058,FL01640,FIRST
PNR001059,P001059,FL00036,FIRST
PNR001060,P001060,FL09399,BUSINESS
PNR001061,P001061,FL00505,BUSINESS
PNR001062,P001062,FL09356,FIRST
PNR001063,P001063,FL06244,BUSINESS
PNR001064,P001064,FL04277,ECONOMY
PNR001065,P001065,FL09465,BUSINESS
PNR001066,P001066,FL00878,FIRST
PNR001067,P001067,FL09485,FIRST
PNR001068,P001068,FL02167,BUSINESS
PNR001069,P001069,FL09445,ECONOMY
PNR001070,P001070,FL07488,ECONOMY
PNR001071,P001071,FL00477,BUSINESS
PNR001072,P001072,FL00267,ECONOMY
PNR001073,P001073,FL03183,BUSINESS
PNR001074,P001074,FL04808,FIRST
PNR001075,P001075,FL02205,BUSINESS
PNR001076,P001076,FL04530,ECONOMY
PNR001077,P001077,FL03000,ECONOMY
PNR001078,P001078,FL02300,ECONOMY
PNR001079,P001079,FL03449,ECONOMY
PNR001080,P001080,FL00527,BUSINESS
PNR001081,P001081,FL00605,BUSINESS
PNR001082,P001082,FL09981,BUSINESS
PNR001083,P001083,FL00601,BUSINESS
PNR001084,P001084,FL02528,FIRST
PNR001085,P001085,FL04583,FIRST
PNR001086,P001086,FL01806,BUSINESS
PNR001087,P001087,FL09765,FIRST
PNR001088,P001088,FL09296,BUSINESS
PNR001089,P001089,FL01074,ECONOMY
PNR001090,P001090,FL00225,ECONOMY
PNR001091,P001091,FL07064,FIRST
PNR001092,P001092,FL09826,BUSINESS
PNR001093,P001093,FL05221,BUSINESS
PNR001094,P001094,FL02122,BUSINESS
PNR001095,P001095,FL05069,BUSINESS
PNR001096,P001096,FL05683,BUSINESS
PNR001097,P001097,FL08919,FIRST
PNR001098,P001098,FL03360,BUSINESS
PNR001099,P001099,FL03162,ECONOMY
PNR001100,P001100,FL07448,FIRST
PNR001101,P001101,FL01427,ECONOMY
PNR001102,P001102,FL08867,ECONOMY
PNR001103,P001103,FL03210,ECONOMY
PNR001104,P001104,FL01969,FIRST
PNR001105,P001105,FL00295,ECONOMY
PNR001106,P001106,FL07756,BUSINESS
PNR001107,P001107,FL04850,BUSINESS
PNR001108,P001108,FL00879,ECONOMY
PNR001109,P001109,FL00957,BUSINESS
PNR001110,P001110,FL00294,FIRST
PNR001111,P001111,FL04152,FIRST
PNR001112,P001112,FL05897,ECONOMY
PNR001113,P001113,FL07768,BUSINESS
PNR001114,P001114,FL07867,ECONOMY
PNR001115,P001115,FL05638,FIRST
PNR001116,P001116,FL07186,FIRST
PNR001117,P001117,FL08559,FIRST
PNR001118,P001118,FL07598,BUSINESS
PNR001119,P001119,FL09560,FIRST
PNR001120,P001120,FL06109,ECONOMY
PNR001121,P001121,FL06749,BUSINESS
PNR001122,P001122,FL00130,FIRST
PNR001123,P001123,FL09928,ECONOMY
PNR001124,P001124,FL04487,FIRST
PNR001125,P001125,FL08709,ECONOMY
PNR001126,P001126,FL08006,ECONOMY
PNR001127,P001127,FL01862,ECONOMY
PNR001128,P001128,FL04645,ECONOMY
PNR001129,P001129,FL08889,FIRST
PNR001130,P001130,FL02632,BUSINESS
PNR001131,P001131,FL02552,ECONOMY
PNR001132,P001132,FL08448,ECONOMY
PNR001133,P001133,FL02643,ECONOMY
PNR001134,P001134,FL01615,FIRST
PNR001135,P001135,FL04683,FIRST
PNR001136,P001136,FL00303,ECONOMY
PNR001137,P001137,FL05116,ECONOMY
PNR001138,P001138,FL04957,BUSINESS
PNR001139,P001139,FL02454,FIRST
PNR001140,P001140,FL05533,ECONOMY
PNR001141,P001141,FL04046,FIRST
PNR001142,P001142,FL04985,FIRST
PNR001143,P001143,FL01368,ECONOMY
PNR001144,P001144,FL08767,ECONOMY
PNR001145,P001145,FL05628,BUSINESS
PNR001146,P001146,FL01134,BUSINESS
PNR001147,P001147,FL00867,FIRST
PNR001148,P001148,FL04624,ECONOMY
PNR001149,P001149,FL08909,FIRST
PNR001150,P001150,FL07280,BUSINESS
PNR001151,P001151,FL00826,FIRST
PNR001152,P001152,FL01297,ECONOMY
PNR001153,P001153,FL03720,FIRST
PNR001154,P001154,FL05044,ECONOMY
PNR001155,P001155,FL03097,BUSINESS
PNR001156,P001156,FL03940,BUSINESS
PNR001157,P001157,FL06507,ECONOMY
PNR001158,P001158,FL04655,ECONOMY
PNR001159,P001159,FL09069,ECONOMY
PNR001160,P001160,FL05974,FIRST
PNR001161,P001161,FL04738,BUSINESS
PNR001162,P001162,FL05604,BUSINESS
PNR001163,P001163,FL01899,ECONOMY
PNR001164,P001164,FL03768,FIRST
PNR001165,P001165,FL06721,ECONOMY
PNR001166,P001166,FL03390,BUSINESS
PNR001167,P001167,FL07591,BUSINESS
PNR001168,P001168,FL07450,ECONOMY
PNR001169,P001169,FL02600,ECONOMY
PNR001170,P001170,FL06734,BUSINESS
PNR001171,P001171,FL07541,ECONOMY
PNR001172,P001172,FL01437,ECONOMY
PNR001173,P001173,FL05142,ECONOMY
PNR001174,P001174,FL09067,FIRST
PNR001175,P001175,FL00689,ECONOMY
PNR001176,P001176,FL05714,BUSINESS
PNR001177,P001177,FL02305,BUSINESS
PNR001178,P001178,FL03261,ECONOMY
PNR001179,P001179,FL02169,ECONOMY
PNR001180,P001180,FL06858,ECONOMY
PNR001181,P001181,FL00541,ECONOMY
PNR001182,P001182,FL03169,BUSINESS
PNR001183,P001183,FL09889,BUSINESS
PNR001184,P001184,FL05793,BUSINESS
PNR001185,P001185,FL01894,BUSINESS
PNR001186,P001186,FL05066,FIRST
PNR001187,P001187,FL01742,FIRST
PNR001188,P001188,FL04087,ECONOMY
PNR001189,P001189,FL01460,FIRST
PNR001190,P001190,FL04792,BUSINESS
PNR001191,P001191,FL00344,FIRST
PNR001192,P001192,FL06883,ECONOMY
PNR001193,P001193,FL03607,FIRST
PNR001194,P001194,FL08206,BUSINESS
PNR001195,P001195,FL02013,FIRST
PNR001196,P001196,FL04847,FIRST
PNR001197,P001197,FL08898,ECONOMY
PNR001198,P001198,FL08833,FIRST
PNR001199,P001199,FL05592,ECONOMY
PNR001200,P001200,FL09990,BUSINESS
PNR001201,P001201,FL04771,ECONOMY
PNR001202,P001202,FL06258,BUSINESS
PNR001203,P001203,FL05850,FIRST
PNR001204,P001204,FL04463,ECONOMY
PNR001205,P001205,FL01640,FIRST
PNR001206,P001206,FL08180,ECONOMY
PNR001207,P001207,FL06473,BUSINESS
PNR001208,P001208,FL07426,ECONOMY
PNR001209,P001209,FL04074,BUSINESS
PNR001210,P001210,FL09398,BUSINESS
PNR001211,P001211,FL05578,FIRST
PNR001212,P001212,FL06727,BUSINESS
PNR001213,P001213,FL08091,ECONOMY
PNR001214,P001214,FL07022,FIRST
PNR001215,P001215,FL04279,ECONOMY
PNR001216,P001216,FL05388,FIRST
PNR001217,P001217,FL01663,FIRST
PNR001218,P001218,FL04079,BUSINESS
PNR001219,P001219,FL09301,FIRST
PNR001220,P001220,FL08196,ECONOMY
PNR001221,P001221,FL02165,ECONOMY
PNR001222,P001222,FL02593,BUSINESS
PNR001223,P001223,FL03829,FIRST
PNR001224,P001224,FL02636,FIRST
PNR001225,P001225,FL04225,ECONOMY
PNR001226,P001226,FL04238,FIRST
PNR001227,P001227,FL05352,BUSINESS
PNR001228,P001228,FL09381,ECONOMY
PNR001229,P001229,FL07522,ECONOMY
PNR001230,P001230,FL03648,ECONOMY
PNR001231,P001231,FL03826,ECONOMY
PNR001232,P001232,FL00420,ECONOMY
PNR001233,P001233,FL09922,BUSINESS
PNR001234,P001234,FL05413,FIRST
PNR001235,P001235,FL04617,FIRST
PNR001236,P001236,FL07735,BUSINESS
PNR001237,P001237,FL04193,FIRST
PNR001238,P001238,FL03385,ECONOMY
PNR001239,P001239,FL09265,FIRST
PNR001240,P001240,FL01365,BUSINESS
PNR001241,P001241,FL04722,BUSINESS
PNR001242,P001242,FL09441,ECONOMY
PNR001243,P001243,FL09697,FIRST
PNR001244,P001244,FL09640,BUSINESS
PNR001245,P001245,FL08077,ECONOMY
PNR001246,P001246,FL07126,BUSINESS
PNR001247,P001247,FL01896,ECONOMY
PNR001248,P001248,FL05953,FIRST
PNR001249,P001249,FL00417,FIRST
PNR001250,P001250,FL04450,FIRST
PNR001251,P001251,FL01337,ECONOMY
PNR001252,P001252,FL06167,ECONOMY
PNR001253,P001253,FL00095,FIRST
PNR001254,P001254,FL08416,ECONOMY
PNR001255,P001255,FL00710,BUSINESS
PNR001256,P001256,FL04506,ECONOMY
PNR001257,P001257,FL07989,FIRST
PNR001258,P001258,FL00089,FIRST
PNR001259,P001259,FL06881,BUSINESS
PNR001260,P001260,FL04003,BUSINESS
PNR001261,P001261,FL05211,FIRST
PNR001262,P001262,FL06153,FIRST
PNR001263,P001263,FL00867,FIRST
PNR001264,P001264,FL02802,ECONOMY
PNR001265,P001265,FL05993,FIRST
PNR001266,P001266,FL03272,BUSINESS
PNR001267,P001267,FL00358,FIRST
PNR001268,P001268,FL07010,ECONOMY
PNR001269,P001269,FL00377,FIRST
PNR001270,P001270,FL04248,FIRST
PNR001271,P001271,FL08642,ECONOMY
PNR001272,P001272,FL05906,BUSINESS
PNR001273,P001273,FL00861,ECONOMY
PNR001274,P001274,FL03503,ECONOMY
PNR001275,P001275,FL04264,FIRST
PNR001276,P001276,FL04487,ECONOMY
PNR001277,P001277,FL02537,ECONOMY
PNR001278,P001278,FL01326,BUSINESS
PNR001279,P001279,FL02765,FIRST
PNR001280,P001280,FL03530,ECONOMY
PNR001281,P001281,FL00556,BUSINESS
PNR001282,P001282,FL04203,FIRST
PNR001283,P001283,FL02486,ECONOMY
PNR001284,P001284,FL04180,ECONOMY
PNR001285,P001285,FL09042,ECONOMY
PNR001286,P001286,FL02400,ECONOMY
PNR001287,P001287,FL02045,FIRST
PNR001288,P001288,FL09470,FIRST
PNR001289,P001289,FL01813,FIRST
PNR001290,P001290,FL02024,FIRST
PNR001291,P001291,FL05182,FIRST
PNR001292,P001292,FL02032,BUSINESS
PNR001293,P001293,FL06007,FIRST
PNR001294,P001294,FL03045,FIRST
PNR001295,P001295,FL02735,ECONOMY
PNR001296,P001296,FL09905,FIRST
PNR001297,P001297,FL05258,BUSINESS
PNR001298,P001298,FL02276,BUSINESS
PNR001299,P001299,FL01296,BUSINESS
PNR001300,P001300,FL07089,ECONOMY
PNR001301,P001301,FL03739,ECONOMY
PNR001302,P001302,FL07661,BUSINESS
PNR001303,P001303,FL00194,FIRST
PNR001304,P001304,FL08463,FIRST
PNR001305,P001305,FL00577,BUSINESS
PNR001306,P001306,FL06576,BUSINESS
